NAME OF DATA ELEMENT,developer-friendly name,VARIABLE NAME,API data type,VALUE,LABEL
Number of students in the 3-year repayment rate of completers cohort,,COMPL_RPY_3YR_N,integer,,
Number of students in the 3-year repayment rate of non-completers cohort,,NONCOM_RPY_3YR_N,integer,,
"Number of students in the 3-year repayment rate of low-income (less than $30,000 in nominal family income) students cohort",,LO_INC_RPY_3YR_N,integer,,
"Number of students in the 3-year repayment rate of middle-income (between $30,000 and $75,000 in nominal family income) students cohort",,MD_INC_RPY_3YR_N,integer,,
"Number of students in the 3-year repayment rate of high-income (above $75,000 in nominal family income) students cohort",,HI_INC_RPY_3YR_N,integer,,
Number of students in the 3-year repayment rate of dependent students cohort,,DEP_RPY_3YR_N,integer,,
Number of students in the 3-year repayment rate of independent students cohort,,IND_RPY_3YR_N,integer,,
Number of students in the 3-year repayment rate of Pell students cohort,,PELL_RPY_3YR_N,integer,,
Number of students in the 3-year repayment rate of no-Pell students cohort,,NOPELL_RPY_3YR_N,integer,,
Number of students in the 3-year repayment rate of female students cohort,,FEMALE_RPY_3YR_N,integer,,
Number of students in the 3-year repayment rate of male students cohort,,MALE_RPY_3YR_N,integer,,
Number of students in the 3-year repayment rate of first-generation students cohort,,FIRSTGEN_RPY_3YR_N,integer,,
Number of students in the 3-year repayment rate of not-first-generation students cohort,,NOTFIRSTGEN_RPY_3YR_N,integer,,
Number of students in the 5-year repayment rate cohort,,RPY_5YR_N,integer,,
Number of students in the 5-year repayment rate of completers cohort,,COMPL_RPY_5YR_N,integer,,
Number of students in the 5-year repayment rate of non-completers cohort,,NONCOM_RPY_5YR_N,integer,,
"Number of students in the 5-year repayment rate of low-income (less than $30,000 in nominal family income) students cohort",,LO_INC_RPY_5YR_N,integer,,
"Number of students in the 5-year repayment rate of middle-income (between $30,000 and $75,000 in nominal family income) students cohort",,MD_INC_RPY_5YR_N,integer,,
"Number of students in the 5-year repayment rate of high-income (above $75,000 in nominal family income) students cohort",,HI_INC_RPY_5YR_N,integer,,
Number of students in the 5-year repayment rate of dependent students cohort,,DEP_RPY_5YR_N,integer,,
Number of students in the 5-year repayment rate of independent students cohort,,IND_RPY_5YR_N,integer,,
Number of students in the 5-year repayment rate of Pell students cohort,,PELL_RPY_5YR_N,integer,,
Number of students in the 5-year repayment rate of no-Pell students cohort,,NOPELL_RPY_5YR_N,integer,,
Number of students in the 5-year repayment rate of female students cohort,,FEMALE_RPY_5YR_N,integer,,
Number of students in the 5-year repayment rate of male students cohort,,MALE_RPY_5YR_N,integer,,
Number of students in the 5-year repayment rate of first-generation students cohort,,FIRSTGEN_RPY_5YR_N,integer,,
Number of students in the 5-year repayment rate of not-first-generation students cohort,,NOTFIRSTGEN_RPY_5YR_N,integer,,
Number of students in the 7-year repayment rate cohort,,RPY_7YR_N,integer,,
Number of students in the 7-year repayment rate of completers cohort,,COMPL_RPY_7YR_N,integer,,
Number of students in the 7-year repayment rate of non-completers cohort,,NONCOM_RPY_7YR_N,integer,,
"Number of students in the 7-year repayment rate of low-income (less than $30,000 in nominal family income) students cohort",,LO_INC_RPY_7YR_N,integer,,
"Number of students in the 7-year repayment rate of middle-income (between $30,000 and $75,000 in nominal family income) students cohort",,MD_INC_RPY_7YR_N,integer,,
"Number of students in the 7-year repayment rate of high-income (above $75,000 in nominal family income) students cohort",,HI_INC_RPY_7YR_N,integer,,
Number of students in the 7-year repayment rate of dependent students cohort,,DEP_RPY_7YR_N,integer,,
Number of students in the 7-year repayment rate of independent students cohort,,IND_RPY_7YR_N,integer,,
Number of students in the 7-year repayment rate of Pell students cohort,,PELL_RPY_7YR_N,integer,,
Number of students in the 7-year repayment rate of no-Pell students cohort,,NOPELL_RPY_7YR_N,integer,,
Number of students in the 7-year repayment rate of female students cohort,,FEMALE_RPY_7YR_N,integer,,
Number of students in the 7-year repayment rate of male students cohort,,MALE_RPY_7YR_N,integer,,
Number of students in the 7-year repayment rate of first-generation students cohort,,FIRSTGEN_RPY_7YR_N,integer,,
Number of students in the 7-year repayment rate of not-first-generation students cohort,,NOTFIRSTGEN_RPY_7YR_N,integer,,
Schools that are on Heightened Cash Monitoring 2 by the Department of Education,under_investigation,HCM2,integer,,
Count of students in the earnings cohort,,count_ed,integer,,
Share of students who received a federal loan while in school,,loan_ever,float,,
Share of students who received a Pell Grant while in school,,pell_ever,float,,
"Average age of entry, via SSA data",demographics.age_entry,age_entry,integer,,
Average of the age of entry squared,,age_entry_sq,integer,,
Percent of students over 23 at entry,,agege24,float,,
"Share of female students, via SSA data",demographics.female_share,female,float,,
Share of married students,,married,float,,
Share of dependent students,,dependent,float,,
Share of veteran students,,veteran,float,,
Share of first-generation students,,first_gen,float,,
Average family income,,faminc,integer,,
Median family income,,md_faminc,integer,,
Average family income for independent students,,faminc_ind,integer,,
Average of the log of family income,,lnfaminc,integer,,
Average of the log of family income for independent students,,lnfaminc_ind,integer,,
"Percent of the population from students' zip codes that is White, via Census data",,pct_white,float,,
"Percent of the population from students' zip codes that is Black, via Census data",,pct_black,float,,
"Percent of the population from students' zip codes that is Asian, via Census data",,pct_asian,float,,
"Percent of the population from students' zip codes that is Hispanic, via Census data",,pct_hispanic,float,,
"Percent of the population from students' zip codes with a bachelor's degree over the age 25, via Census data",,pct_ba,float,,
"Percent of the population from students' zip codes over 25 with a professional degree, via Census data",,pct_grad_prof,float,,
"Percent of the population from students' zip codes that was born in the US, via Census data",,pct_born_us,float,,
Median household income,,median_hh_inc,integer,,
"Poverty rate, via Census data",,poverty_rate,float,,
"Unemployment rate, via Census data",,unemp_rate,float,,
Log of the median household income,,ln_median_hh_inc,integer,,
Number of students who sent their FAFSA reports to at least one college,,fsend_count,integer,,
Share of students who submitted FAFSAs to only one college,,fsend_1,float,,
Share of students who submitted FAFSAs to two colleges,,fsend_2,float,,
Share of students who submitted FAFSAs to three colleges,,fsend_3,float,,
Share of students who submitted FAFSAs to four colleges,,fsend_4,float,,
Share of students who submitted FAFSAs to at least five colleges,,fsend_5,float,,
Number of students not working and not enrolled 10 years after entry,,count_nwne_p10,integer,,
Number of students working and not enrolled 10 years after entry,,count_wne_p10,integer,,
Mean earnings of students working and not enrolled 10 years after entry,,mn_earn_wne_p10,integer,,
Median earnings of students working and not enrolled 10 years after entry,10_yrs_after_entry.median,md_earn_wne_p10,integer,,
10th percentile of earnings of students working and not enrolled 10 years after entry,,pct10_earn_wne_p10,integer,,
25th percentile of earnings of students working and not enrolled 10 years after entry,,pct25_earn_wne_p10,integer,,
75th percentile of earnings of students working and not enrolled 10 years after entry,,pct75_earn_wne_p10,integer,,
90th percentile of earnings of students working and not enrolled 10 years after entry,,pct90_earn_wne_p10,integer,,
Standard deviation of earnings of students working and not enrolled 10 years after entry,,sd_earn_wne_p10,integer,,
Number of students working and not enrolled 10 years after entry in the lowest income tercile,,count_wne_inc1_p10,integer,,
Number of students working and not enrolled 10 years after entry in the middle income tercile,,count_wne_inc2_p10,integer,,
Number of students working and not enrolled 10 years after entry in the highest income tercile,,count_wne_inc3_p10,integer,,
Number of dependent students working and not enrolled 10 years after entry in the lowest income tercile,,count_wne_indep0_inc1_p10,integer,,
Number of dependent students working and not enrolled 10 years after entry,,count_wne_indep0_p10,integer,,
Number of independent students working and not enrolled 10 years after entry,10_yrs_after_entry.independent_students,count_wne_indep1_p10,integer,,
Number of female students working and not enrolled 10 years after entry,10_yrs_after_entry.female_students,count_wne_male0_p10,integer,,
Number of male students working and not enrolled 10 years after entry,10_yrs_after_entry.male_students,count_wne_male1_p10,integer,,
"Share of students earning over $25,000/year (threshold earnings) 10 years after entry",10_yrs_after_entry.percent_greater_than_25000,gt_25k_p10,float,,
Mean earnings of students working and not enrolled 10 years after entry in the lowest income tercile,10_yrs_after_entry.mean_earnings.lowest_tercile,mn_earn_wne_inc1_p10,integer,,
Mean earnings of students working and not enrolled 10 years after entry in the middle income tercile,10_yrs_after_entry.mean_earnings.middle_tercile,mn_earn_wne_inc2_p10,integer,,
Mean earnings of students working and not enrolled 10 years after entry in the highest income tercile,10_yrs_after_entry.mean_earnings.highest_tercile,mn_earn_wne_inc3_p10,integer,,
Mean earnings of dependent students working and not enrolled 10 years after entry in the lowest income tercile,10_yrs_after_entry.mean_earnings.dependent_students_lowest_tercile,mn_earn_wne_indep0_inc1_p10,integer,,
Mean earnings of dependent students working and not enrolled 10 years after entry,10_yrs_after_entry.mean_earnings.dependent_students,mn_earn_wne_indep0_p10,integer,,
Mean earnings of independent students working and not enrolled 10 years after entry,10_yrs_after_entry.mean_earnings.independent_students,mn_earn_wne_indep1_p10,integer,,
Mean earnings of female students working and not enrolled 10 years after entry,10_yrs_after_entry.mean_earnings.female_students,mn_earn_wne_male0_p10,integer,,
Mean earnings of male students working and not enrolled 10 years after entry,10_yrs_after_entry.mean_earnings.male_students,mn_earn_wne_male1_p10,integer,,
Number of students not working and not enrolled 6 years after entry,,count_nwne_p6,integer,,
Number of students working and not enrolled 6 years after entry,,count_wne_p6,integer,,
Mean earnings of students working and not enrolled 6 years after entry,,mn_earn_wne_p6,integer,,
Median earnings of students working and not enrolled 6 years after entry,6_yrs_after_entry.median,md_earn_wne_p6,integer,,
10th percentile of earnings of students working and not enrolled 6 years after entry,,pct10_earn_wne_p6,integer,,
25th percentile of earnings of students working and not enrolled 6 years after entry,,pct25_earn_wne_p6,integer,,
75th percentile of earnings of students working and not enrolled 6 years after entry,,pct75_earn_wne_p6,integer,,
90th percentile of earnings of students working and not enrolled 6 years after entry,,pct90_earn_wne_p6,integer,,
Standard deviation of earnings of students working and not enrolled 6 years after entry,,sd_earn_wne_p6,integer,,
Number of students working and not enrolled 6 years after entry in the lowest income tercile,,count_wne_inc1_p6,integer,,
Number of students working and not enrolled 6 years after entry in the middle income tercile,,count_wne_inc2_p6,integer,,
Number of students working and not enrolled 6 years after entry in the highest income tercile,,count_wne_inc3_p6,integer,,
